"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.053338750E0,6.082944690E-1,-4.147377437E-1,-2.963848364E-1,7.936457197E-1
2.063296750E0,1.075371079E0,-6.819052130E-1,-3.507626264E-1,1.320777080E0
2.073255750E0,1.366101511E0,-8.451723379E-1,-1.262517647E-1,1.611362507E0
2.083214750E0,1.409505832E0,-8.450606561E-1,2.317402129E-1,1.659680008E0
2.093173750E0,1.458563532E0,-6.744102520E-1,6.167279081E-1,1.721217615E0
2.103132750E0,1.495282585E0,-3.994051749E-1,7.942702791E-1,1.739614836E0
2.113091750E0,1.400062140E0,-1.668175542E-1,9.484427910E-1,1.699278029E0
2.123050750E0,1.191109842E0,-2.521845639E-2,1.032239458E0,1.576355583E0
2.133009750E0,9.725287879E-1,-2.451679051E-2,9.988672053E-1,1.394327440E0
2.142967750E0,8.903157663E-1,-1.292819381E-1,8.911905098E-1,1.266331911E0
2.152926750E0,8.942601518E-1,-3.161291295E-1,6.745089237E-1,1.163873332E0
2.162885750E0,9.299930714E-1,-5.628792912E-1,4.463600707E-1,1.175141490E0
2.172844750E0,9.875084773E-1,-7.695485437E-1,2.694769733E-1,1.280623205E0
2.182803750E0,9.329348056E-1,-7.609689242E-1,-3.574987650E-3,1.203932654E0
2.192759000E0,8.763641636E-1,-5.930427378E-1,-6.952339411E-2,1.060446764E0
2.202718000E0,8.436017758E-1,-2.982220316E-1,5.902296424E-2,8.967073360E-1
2.212676000E0,8.209099013E-1,7.283642650E-2,2.035100019E-1,8.488901766E-1
2.222635000E0,7.228177424E-1,4.270005244E-1,3.331837765E-1,9.032199984E-1
2.232594000E0,4.576551372E-1,5.933579028E-1,4.745588529E-1,8.869768488E-1
2.242553000E0,1.360218774E-1,5.009233636E-1,5.502627540E-1,7.564491164E-1
2.252512000E0,-1.326015486E-1,2.057097244E-1,5.074188893E-1,5.633592021E-1
2.262471000E0,-3.614476821E-1,-5.091170669E-2,2.091234020E-1,4.206768665E-1
2.272430000E0,-5.177338162E-1,-1.715239781E-1,-2.180508578E-1,5.873797376E-1
2.282388000E0,-4.953667545E-1,-1.622233969E-1,-5.253362198E-1,7.400559410E-1
2.292347000E0,-2.507557967E-1,-1.162724680E-1,-6.934107792E-1,7.464691991E-1
2.302306000E0,1.962764114E-1,1.946479619E-2,-7.411065173E-1,7.669042821E-1
2.312265000E0,6.808649933E-1,1.612036425E-1,-5.476432014E-1,8.885250866E-1
2.322224000E0,1.130277311E0,2.424863720E-1,-1.494220877E-1,1.165612886E0
2.332183000E0,1.331077274E0,1.095429075E-1,3.574625853E-1,1.382586655E0
2.342142000E0,1.308121544E0,-2.681632501E-1,8.795709229E-1,1.598980460E0
2.352101000E0,1.149101544E0,-6.206433499E-1,1.181644077E0,1.761225497E0
2.362059000E0,8.923989831E-1,-7.519039857E-1,1.099586591E0,1.603379625E0
2.372018000E0,9.049820450E-1,-6.910344708E-1,6.102143291E-1,1.291852418E0
2.381977000E0,1.119108105E0,-4.918496543E-1,9.779139273E-2,1.226328745E0
2.391936000E0,1.272461422E0,-3.242357093E-1,2.598283365E-2,1.313378077E0
2.401895000E0,1.303506629E0,-1.575386077E-1,3.197971610E-1,1.351376398E0
2.411854000E0,1.170879499E0,-3.250876486E-2,6.653231672E-1,1.347097078E0
2.421813000E0,8.324736473E-1,-2.059096992E-2,8.014522679E-1,1.155751746E0
2.431772000E0,3.470028667E-1,-8.777898610E-2,7.593556774E-1,8.394862623E-1
2.441730000E0,-1.157348165E-1,-2.222538364E-1,8.866578944E-1,9.213867468E-1
2.451689000E0,-4.520478036E-1,-1.816724056E-1,7.433942404E-1,8.888121716E-1
2.461648000E0,-5.094563515E-1,6.810719848E-2,2.059703641E-1,5.537220923E-1
2.471607000E0,-3.077453917E-1,2.994324052E-1,-3.475023651E-1,5.523811050E-1
2.481566000E0,-1.229736695E-1,3.772424734E-1,-8.080898809E-1,9.002464456E-1
2.491525000E0,-2.444238469E-2,3.145421952E-1,-9.335347299E-1,9.854041378E-1
2.501484000E0,9.667055458E-3,1.618860126E-1,-5.987677467E-1,6.203413153E-1
2.511442000E0,-1.921761976E-1,5.846280098E-2,-1.888484010E-1,2.757051117E-1
2.521401000E0,-4.600025019E-1,3.287304640E-3,2.930614252E-1,5.454338705E-1
2.531360000E0,-7.429081906E-1,-6.044851542E-3,5.573929949E-1,9.287820362E-1
2.541319000E0,-1.023111589E0,6.018422127E-2,4.559916043E-1,1.121743200E0
2.551278000E0,-1.114740966E0,1.041038275E-1,4.864298701E-2,1.120647656E0
2.561237000E0,-9.900156172E-1,1.420937723E-1,-4.047454369E-1,1.078953396E0
2.571196000E0,-6.449123646E-1,2.037538308E-1,-6.253854418E-1,9.211593415E-1
2.581155000E0,-2.045013973E-1,1.993836218E-1,-6.425822492E-1,7.031974098E-1
2.591114000E0,1.815303183E-1,1.386813372E-1,-3.950718033E-1,4.563633416E-1
2.601072000E0,3.945309359E-1,6.428779721E-2,-5.207530260E-2,4.031121648E-1
2.611031000E0,3.912497708E-1,2.144115508E-2,2.131789577E-1,4.460732836E-1
2.620990000E0,3.644649915E-1,-1.765332878E-2,3.880915435E-1,5.326926095E-1
2.630949000E0,3.475855418E-1,-1.550155342E-2,4.297924237E-1,5.529715494E-1
2.640908000E0,2.983224575E-1,1.061269641E-2,3.541633670E-1,4.631852853E-1
2.650867000E0,2.381266880E-1,-1.578572810E-2,1.462996745E-1,2.799233886E-1
2.660826000E0,2.312646881E-1,-1.445004863E-1,-1.699947850E-1,3.213440110E-1
2.670784000E0,2.412298054E-1,-2.454222590E-1,-4.499173705E-1,5.664358256E-1
2.680743000E0,2.604298688E-1,-2.540276062E-1,-6.858069138E-1,7.763278073E-1
2.690702000E0,3.191923396E-1,-1.698148370E-1,-8.315280063E-1,9.067301991E-1
2.700661000E0,2.307556880E-1,2.308480740E-2,-7.978269942E-1,8.308483668E-1
2.710620000E0,1.064108464E-1,1.981071746E-1,-6.763601522E-1,7.127641801E-1
2.720579000E0,2.542310894E-2,2.598450011E-1,-5.625897078E-1,6.202200726E-1
2.730538000E0,4.897043109E-4,2.216299385E-1,-5.049374771E-1,5.514362386E-1
2.740497000E0,1.138452888E-3,1.265319926E-1,-5.182198660E-1,5.334449088E-1
2.750456000E0,-7.515718639E-3,1.686570883E-2,-5.325477371E-1,5.328677419E-1
2.760414000E0,1.556938112E-2,-5.283017814E-2,-4.875177446E-1,4.906189811E-1
2.770373000E0,7.320231602E-2,-6.137179077E-2,-4.217703362E-1,4.324526474E-1
2.780332000E0,9.984354615E-2,-6.492748260E-3,-3.802703078E-1,3.932129150E-1
2.790291000E0,6.099289119E-2,6.719971061E-2,-3.754124410E-1,3.862258857E-1
2.800250000E0,4.113209233E-2,1.095271200E-1,-2.660785715E-1,2.906644892E-1
2.810209000E0,7.185833350E-2,1.139704192E-1,-1.071149974E-1,1.721234998E-1
2.820168000E0,9.937401474E-2,6.696465254E-2,-9.337871835E-2,1.519178875E-1
2.830127000E0,1.273406625E-1,1.535361886E-2,-1.674326813E-1,2.109148660E-1
2.840085000E0,9.727164835E-2,-1.218969047E-2,-1.693046674E-1,1.956385252E-1
2.850044000E0,5.565657601E-2,1.870641232E-2,-1.114711730E-1,1.259897088E-1
2.860003000E0,1.961696997E-2,6.895153642E-2,-4.072351813E-2,8.244722442E-2
2.869962000E0,-4.078915313E-2,1.095692199E-1,8.970944434E-3,1.172588880E-1
2.879921000E0,-1.078422448E-1,1.060410100E-1,6.575427890E-2,1.649189824E-1
2.889880000E0,-1.537114589E-1,8.461798131E-2,4.856097981E-2,1.820592874E-1
2.899839000E0,-1.620586516E-1,7.014846146E-2,-3.992756590E-2,1.810470207E-1
