"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.620506083E0,-1.421542910E-1,-5.682654539E-1,8.175758189E-1,1.005765225E0
1.630566083E0,-1.059056470E-1,-6.483220223E-1,7.918773061E-1,1.028886349E0
1.640626083E0,-1.085882033E-1,-4.279042116E-1,5.838766426E-1,7.319872581E-1
1.650686083E0,6.975644220E-2,-3.610559186E-1,3.097240895E-1,4.807872182E-1
1.660746083E0,4.029014809E-1,-4.388972694E-1,-5.967843711E-2,5.987670100E-1
1.670806083E0,7.538497929E-1,-4.004676139E-1,-6.211520576E-1,1.055695836E0
1.680866083E0,1.000657550E0,-2.525055760E-1,-1.277193282E0,1.642040583E0
1.690926167E0,1.082356382E0,-9.232431918E-2,-1.703251235E0,2.020169272E0
1.700986167E0,8.303934272E-1,-2.185423163E-1,-1.944772816E0,2.125901055E0
1.711046167E0,3.661748636E-1,-6.251740649E-1,-2.253230984E0,2.366849490E0
1.721106167E0,-1.529016561E-1,-1.147374277E0,-2.844046517E0,3.070577672E0
1.731166167E0,-6.510955028E-1,-1.570241112E0,-3.314379002E0,3.724874585E0
1.741226167E0,-1.036163597E0,-1.602135042E0,-3.305453812E0,3.816607997E0
1.751285167E0,-1.266490830E0,-1.672282042E0,-3.180122838E0,3.809686013E0
1.761346167E0,-1.377586905E0,-1.726916086E0,-2.865625082E0,3.618258138E0
1.771405167E0,-1.349666742E0,-1.540001359E0,-2.414777273E0,3.166125989E0
1.781465167E0,-1.130043130E0,-1.221568427E0,-2.309616269E0,2.846674236E0
1.791525167E0,-7.722948347E-1,-1.049333427E0,-2.318971229E0,2.659918705E0
1.801585167E0,-3.795443029E-1,-9.032191095E-1,-2.304242678E0,2.503875587E0
1.811645167E0,-1.576334788E-1,-7.197062927E-1,-2.187268544E0,2.308022778E0
1.821705167E0,-7.490385577E-2,-6.864657488E-1,-1.953425526E0,2.071887327E0
1.831765167E0,-1.219194896E-1,-6.852281857E-1,-1.517733700E0,1.669705846E0
1.841825167E0,-2.543071032E-1,-8.255309558E-1,-1.069691970E0,1.374923406E0
1.851885167E0,-4.312752776E-1,-9.005770451E-1,-7.068704849E-1,1.223398243E0
1.861945167E0,-6.242548826E-1,-7.114155257E-1,-3.772202539E-1,1.018872577E0
1.872005167E0,-6.605278657E-1,-7.091023672E-1,-2.896014816E-1,1.011430792E0
1.882065167E0,-5.756789193E-1,-6.771163434E-1,-3.687160635E-1,9.622080316E-1
1.892125167E0,-3.548287071E-1,-4.676562148E-1,-4.676182079E-1,7.505148466E-1
1.902185167E0,5.423606806E-2,-1.161072841E-1,-4.768246490E-1,4.937450743E-1
1.912245167E0,2.415958411E-1,3.298592690E-1,-5.445570409E-1,6.809684710E-1
1.922305167E0,2.281025138E-1,4.311853766E-1,-7.359130204E-1,8.829040488E-1
1.932365167E0,1.982059926E-2,5.167362812E-1,-7.810441697E-1,9.367172655E-1
1.942425167E0,-2.575011813E-1,6.749236375E-1,-5.910348040E-1,9.333546562E-1
1.952485167E0,-5.824728723E-1,8.368450257E-1,-3.382234186E-1,1.074234297E0
1.962545167E0,-8.386968389E-1,7.644486022E-1,6.224770367E-2,1.136516093E0
1.972605167E0,-9.808121728E-1,7.213025826E-1,5.641358578E-1,1.341834267E0
1.982665167E0,-1.046322550E0,8.164835590E-1,1.116587809E0,1.734417659E0
1.992725167E0,-9.999542758E-1,9.930431592E-1,1.396588748E0,1.984062348E0
2.002785167E0,-7.990399991E-1,1.189077496E0,1.367234555E0,1.980328392E0
2.012845167E0,-5.320610294E-1,1.253547434E0,1.055449907E0,1.722917472E0
2.022904167E0,-3.645301880E-1,1.190596018E0,8.202497506E-1,1.491043524E0
2.032964167E0,-3.941977908E-1,1.317085618E0,1.025459538E0,1.715130808E0
2.043024167E0,-5.520875238E-1,1.480112130E0,1.214052708E0,1.992349500E0
2.053084167E0,-6.236390246E-1,1.614616216E0,1.322265374E0,2.178140693E0
2.063144167E0,-7.683527150E-1,1.752114077E0,1.385455064E0,2.362150581E0
2.073204167E0,-9.031875345E-1,1.828136067E0,1.314186861E0,2.425884644E0
2.083264167E0,-7.697387975E-1,1.924745226E0,1.558531478E0,2.593484600E0
2.093324167E0,-6.517920524E-1,1.729135689E0,1.917949884E0,2.663320271E0
2.103384167E0,-5.868405962E-1,1.439026377E0,2.356603324E0,2.822898869E0
2.113444167E0,-4.526149835E-1,1.289810988E0,2.668939365E0,2.998618022E0
2.123504167E0,-1.770513511E-1,9.441692072E-1,2.682942277E0,2.849733660E0
2.133564167E0,2.039098053E-1,1.125403364E0,2.721303520E0,2.951881568E0
2.143624167E0,6.259342761E-1,1.147291831E0,2.498853217E0,2.819989302E0
2.153684167E0,8.557917586E-1,9.763768405E-1,2.144990836E0,2.507324661E0
2.163744167E0,9.828288044E-1,6.120263082E-1,1.862635224E0,2.193157231E0
2.173804167E0,8.186310951E-1,3.725275710E-1,1.736517799E0,1.955614412E0
2.183864167E0,5.636179407E-1,-6.811187625E-2,1.357702425E0,1.471618254E0
2.193924167E0,2.599698026E-1,-3.497740084E-1,1.368480597E0,1.436198211E0
2.203984167E0,-9.276943848E-2,-4.777689743E-1,1.698542472E0,1.766894420E0
2.214044167E0,-2.637295988E-1,-7.878228468E-1,1.836639088E0,2.015802887E0
2.224104167E0,-1.624721959E-1,-9.490048546E-1,2.204635359E0,2.405706652E0
2.234164167E0,1.089972161E-1,-9.541463113E-1,2.544519387E0,2.719715883E0
