"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.981227250E0,-1.140794697E-1,2.144651113E0,-1.518010858E0,2.629999902E0
1.991184250E0,9.237431288E-2,2.156179483E0,-3.426386511E-1,2.185187457E0
2.001142250E0,8.159220801E-1,2.292888554E0,-8.289031912E-1,2.571020666E0
2.011099250E0,7.856744336E-1,2.956233535E0,-1.777978212E0,3.538051378E0
2.021056250E0,5.973296240E-1,4.451581171E0,-2.912946598E0,5.353376082E0
2.031013250E0,3.363245353E-2,5.243897018E0,-3.010985109E0,6.046951166E0
2.040970250E0,-5.624846041E-1,6.457131701E0,-2.355594680E0,6.896358824E0
2.050927250E0,-8.034011449E-1,7.563798539E0,-2.697808238E0,8.070605369E0
2.060884250E0,-1.902802379E-1,8.457867048E0,-3.116997467E0,9.015952240E0
2.070842250E0,1.067582295E0,7.628641237E0,-1.586673542E0,7.864695290E0
2.080799250E0,1.457309451E0,6.210646418E0,-5.974499305E-1,6.407247941E0
2.090756250E0,1.783487751E0,3.995559745E0,-6.098985795E-1,4.417839123E0
2.100713250E0,2.998067147E0,1.133528947E0,1.642843211E-1,3.209405526E0
2.110670250E0,5.047100204E0,-2.484070287E0,3.368121346E0,6.556528583E0
2.120627250E0,3.139149936E0,-4.675619577E0,4.088940364E0,6.959534040E0
2.130584250E0,3.986471418E0,-6.773952556E0,1.966381786E0,8.102162978E0
2.140541250E0,3.532496226E0,-7.307879359E0,-1.340261350E0,8.226781314E0
2.150499250E0,1.268533555E0,-1.085096343E1,-2.665462611E0,1.124532239E1
2.160456250E0,-1.931747851E0,-1.287253533E1,-3.116810356E0,1.338463008E1
2.170413250E0,-1.343882238E0,-9.048422381E0,-5.457643740E0,1.065203465E1
2.180370250E0,1.210217519E0,-7.116479525E0,-5.033803636E0,8.800459438E0
2.190327250E0,2.497510989E0,-5.481836595E0,-2.017949551E0,6.352968911E0
2.200284250E0,-2.375357684E0,-4.713635834E0,2.200535876E0,5.718657626E0
2.210241250E0,-3.530718673E0,-2.432254601E-1,2.752676171E0,4.483565442E0
2.220198250E0,-3.289255563E0,1.057486492E-1,1.979007825E0,3.840163657E0
2.230156250E0,-3.760976178E0,-3.348292269E0,1.314572192E0,5.204238943E0
2.240113250E0,-2.488704205E0,-3.801354418E0,-6.626374680E-1,4.591626340E0
2.250070250E0,-7.737924528E-1,-2.887159207E0,6.959845774E-1,3.069012477E0
